<<PMCA SPECTRUM>>
TAG - live_data
DESCRIPTION - 
GAIN - 3
THRESHOLD - 0
LIVE_MODE - 0
PRESET_TIME - 0
LIVE_TIME - 2594.069525
REAL_TIME - 13916.682000
START_TIME - 03/23/2022 11:51:32
SERIAL_NUMBER - 0
<<ROI>>
12 18
<<DATA>>
0
0
0
0
0
0
0
0
0
0
0
0
406
428
258
175
83
70
40
30
43
29
35
26
25
31
28
29
22
20
26
30
27
23
27
29
21
25
20
32
31
22
30
26
18
22
25
26
21
19
35
27
19
18
35
27
23
29
29
21
15
16
16
21
21
20
14
21
13
17
21
21
25
24
23
21
18
21
18
26
19
10
11
23
22
22
26
14
14
19
22
22
19
15
18
20
13
17
17
13
16
23
17
25
18
18
13
20
13
14
17
16
19
17
12
25
14
16
15
13
17
26
21
28
14
17
23
12
19
17
11
24
12
12
10
26
12
10
17
20
10
18
13
11
24
20
16
20
14
14
16
12
15
21
13
24
27
18
16
13
18
11
16
14
15
19
18
11
12
18
14
14
22
17
15
22
10
22
20
19
18
18
18
17
20
13
21
19
10
14
16
20
14
14
17
15
20
16
15
19
21
14
15
16
18
17
14
11
20
20
12
12
19
12
15
13
20
15
21
13
21
20
21
11
15
18
26
20
15
19
20
17
15
18
19
20
27
13
17
18
10
22
24
17
19
19
21
15
11
19
21
17
17
15
20
26
15
14
14
13
19
11
14
24
12
16
13
20
14
14
13
16
24
16
19
18
16
13
19
12
12
17
15
21
17
13
14
11
10
14
14
14
14
16
17
13
16
15
14
12
9
18
13
11
6
16
17
9
11
15
13
14
8
9
9
11
15
11
15
16
7
13
7
7
8
17
7
12
14
8
14
10
14
12
10
7
7
7
5
7
9
17
16
8
10
5
9
9
14
13
8
13
8
14
15
18
9
11
12
13
8
12
12
9
10
16
7
9
10
13
8
15
9
9
6
6
9
13
11
8
11
3
7
14
10
10
15
15
13
16
14
17
7
9
14
8
12
11
9
15
8
10
9
12
4
8
9
8
7
10
17
10
12
13
12
13
8
9
12
7
11
6
9
9
13
6
12
8
10
8
14
3
11
4
9
12
13
13
12
17
8
9
18
6
15
17
13
9
6
12
11
7
3
11
7
9
7
13
12
10
3
9
9
6
13
11
13
11
13
6
12
13
10
11
6
5
9
15
11
9
9
8
5
10
15
16
16
14
8
12
12
10
10
11
8
10
9
8
13
8
6
8
13
10
6
15
11
18
21
13
12
21
19
13
19
17
20
13
23
10
16
13
8
12
17
13
15
13
10
9
12
11
6
12
11
15
15
11
13
13
11
19
14
8
7
8
10
15
13
24
7
13
13
15
14
15
16
15
8
7
11
7
16
11
13
21
25
14
8
17
13
13
15
12
9
17
6
9
16
14
11
12
16
11
14
12
12
13
15
13
21
14
9
17
24
18
19
21
27
20
21
18
22
18
23
13
9
21
10
12
13
5
11
12
12
19
11
11
11
15
6
12
16
9
11
9
15
13
13
9
11
11
10
11
13
8
13
16
13
13
14
10
19
10
13
14
8
14
9
15
16
23
20
13
10
19
13
17
11
18
15
26
7
18
13
15
9
14
13
20
17
14
18
10
13
13
15
20
19
11
9
17
20
12
12
12
14
19
19
16
17
17
14
13
11
11
14
14
13
9
15
19
13
14
12
10
18
11
9
18
10
10
14
17
16
15
16
13
13
23
7
17
12
14
11
18
17
15
21
11
21
20
9
16
14
20
13
12
17
15
15
16
13
15
9
13
16
18
14
19
16
15
23
19
8
16
19
10
19
12
11
11
16
13
17
19
16
16
13
17
18
11
12
18
16
21
15
14
13
15
10
15
19
16
20
14
13
15
12
17
17
14
20
17
15
14
12
13
9
14
14
15
10
10
21
10
15
22
16
16
17
19
14
16
14
14
11
21
11
18
18
25
14
18
17
9
11
9
18
19
17
18
13
13
18
15
16
12
22
16
13
11
15
12
10
18
11
25
15
13
13
15
6
13
15
19
10
18
19
14
12
8
16
13
13
18
14
9
23
20
13
20
10
16
12
18
14
24
16
12
16
19
10
8
11
18
22
8
20
14
18
14
18
10
24
16
11
13
13
9
14
19
14
16
13
11
16
17
13
17
14
23
14
16
12
11
12
15
14
14
18
11
14
16
21
16
11
12
23
17
15
14
19
10
14
18
11
12
13
11
15
18
19
15
12
16
11
15
16
18
15
12
16
13
10
12
12
14
20
15
11
13
13
11
13
17
16
19
16
10
16
9
11
15
7
13
13
13
13
14
9
15
11
15
8
14
12
14
9
12
19
15
12
10
20
12
19
16
18
14
10
10
16
10
11
21
19
12
16
19
13
9
16
19
16
11
18
13
11
13
21
14
9
20
15
10
12
10
14
13
21
17
14
17
18
18
14
15
14
16
10
14
15
15
14
9
9
15
15
10
9
10
9
13
8
10
15
12
13
10
10
11
15
12
12
11
11
15
13
10
12
8
18
8
16
15
10
13
11
12
16
19
13
11
11
13
16
15
14
18
7
13
12
13
15
14
7
14
9
10
13
7
12
9
9
13
18
12
14
8
17
8
13
13
15
12
12
26
11
11
11
16
19
10
8
13
14
19
10
15
19
18
9
8
16
11
10
15
17
14
11
14
13
18
9
9
13
11
17
12
11
15
13
10
9
14
9
16
14
11
15
15
18
5
14
12
11
19
11
14
8
6
5
8
16
13
11
16
10
11
13
11
10
13
12
8
11
9
12
15
13
11
12
12
14
16
9
6
10
11
13
7
8
13
6
10
18
6
13
15
14
9
7
9
17
14
12
13
7
12
11
8
8
10
6
8
18
18
9
7
13
14
12
14
15
10
11
15
10
9
5
12
16
13
8
17
12
10
8
14
7
11
11
15
6
7
3
7
13
11
11
5
7
16
22
14
16
9
6
12
8
11
12
11
9
10
13
9
9
11
12
10
8
10
8
13
12
11
13
12
11
10
9
11
8
8
13
16
7
7
12
16
12
11
17
13
9
9
12
14
8
6
11
9
14
6
12
11
8
11
13
7
15
15
11
12
11
15
6
8
15
6
4
5
10
11
12
7
6
6
7
8
9
7
9
9
13
13
12
9
6
8
11
7
6
9
9
9
9
5
10
12
6
7
13
9
8
13
11
9
14
8
11
9
7
9
7
4
10
10
6
8
10
4
11
12
7
7
14
6
9
9
12
6
5
9
10
11
13
10
10
8
6
9
11
11
16
9
11
14
5
13
15
12
8
12
3
5
9
10
8
8
9
10
8
6
6
5
8
11
9
9
7
11
7
8
13
13
14
11
10
9
15
13
10
9
7
8
11
6
11
9
8
11
11
