<<PMCA SPECTRUM>>
TAG - live_data
DESCRIPTION - 
GAIN - 3
THRESHOLD - 0
LIVE_MODE - 0
PRESET_TIME - 0
LIVE_TIME - 0.037634
REAL_TIME - 47.043000
START_TIME - 03/22/2022 15:17:05
SERIAL_NUMBER - 0
<<DATA>>
0
0
0
0
0
0
0
0
0
0
0
0
44092
38970
19771
9067
3841
1577
564
207
60
35
13
9
18
16
12
16
14
15
14
17
10
12
17
15
15
12
10
9
6
17
12
15
9
11
23
17
14
12
16
11
12
6
13
17
12
13
15
18
9
10
20
14
13
11
9
15
11
16
8
18
16
11
13
16
15
14
20
15
19
15
20
13
17
15
12
9
13
5
14
19
23
20
11
11
10
16
19
14
21
10
17
15
18
13
8
12
19
18
16
21
16
15
11
16
12
16
21
14
10
11
20
16
21
12
14
24
11
25
15
22
12
15
14
9
15
14
18
18
13
16
17
16
17
14
15
13
15
24
14
11
11
12
22
18
13
14
21
14
13
8
16
16
19
16
17
17
14
23
12
9
11
20
16
14
15
23
14
13
14
14
20
9
19
15
16
24
16
24
17
19
13
14
21
14
18
10
12
19
16
12
21
20
14
14
17
11
14
13
16
7
12
6
7
8
10
15
14
13
12
10
11
11
17
16
23
19
21
15
16
13
16
18
20
17
16
12
20
10
21
20
18
18
14
19
12
8
16
22
12
19
19
11
16
16
12
18
10
20
7
12
11
21
15
17
23
20
19
16
21
23
19
12
18
18
10
11
13
17
18
12
23
16
17
14
14
20
22
18
18
12
7
15
16
19
17
20
18
14
26
15
18
13
13
16
17
14
18
13
18
13
10
16
15
17
19
12
18
8
20
21
14
16
18
13
14
15
18
18
10
10
16
13
19
17
21
30
12
15
14
12
17
12
11
21
15
9
11
23
13
17
11
13
12
15
17
12
21
11
23
8
17
12
8
12
7
12
17
14
9
12
6
10
5
12
11
12
11
15
14
12
15
16
9
20
17
21
22
22
18
20
11
15
15
14
17
21
19
19
21
19
12
29
14
20
17
18
13
23
20
15
13
12
21
14
8
14
15
8
17
11
23
15
19
12
20
19
12
13
8
10
10
14
21
10
16
13
11
11
9
7
16
17
27
21
10
13
14
10
15
19
19
14
15
13
5
16
18
18
17
10
17
12
12
14
14
13
12
15
12
7
13
12
10
14
11
20
9
14
13
18
17
15
15
14
21
8
20
19
10
18
15
10
13
12
8
15
14
18
15
8
8
10
14
15
20
11
18
15
9
14
12
14
15
10
9
11
18
16
13
10
10
12
13
11
14
9
8
6
14
15
12
10
16
14
12
9
10
16
12
15
16
13
8
12
9
9
14
13
6
9
7
13
16
12
9
8
12
11
10
15
13
9
9
17
12
12
15
9
10
10
11
14
14
4
10
13
9
13
13
11
9
8
10
11
14
10
11
11
9
8
7
12
7
14
13
9
12
6
20
15
12
10
11
8
10
10
9
12
6
9
13
12
11
13
13
9
9
7
8
8
13
7
10
9
9
13
11
7
11
13
8
8
10
10
8
7
11
18
11
11
7
8
17
9
8
12
5
7
10
11
9
13
6
14
7
13
9
7
10
8
7
7
12
8
7
13
9
4
6
9
12
5
11
10
9
8
11
13
9
14
17
4
4
11
8
13
11
8
5
7
10
8
9
3
7
12
9
8
8
8
6
12
7
10
11
8
4
5
3
8
7
9
3
13
4
12
9
4
7
7
5
11
6
5
8
11
10
10
9
7
10
5
9
6
4
4
6
7
8
6
5
8
7
10
8
6
5
5
9
5
6
5
11
10
5
5
5
5
6
7
1
2
5
10
10
5
6
1
5
7
10
11
11
8
7
8
8
5
3
1
3
4
7
6
10
4
4
5
4
1
9
6
2
5
3
7
4
6
8
4
5
7
5
11
3
8
8
5
5
5
9
3
6
3
0
1
6
5
6
4
5
4
9
4
3
6
5
2
5
5
7
5
3
8
3
7
3
6
3
4
5
3
5
2
1
4
2
7
7
3
6
4
6
4
6
4
1
3
5
5
4
5
4
6
1
5
4
4
6
0
1
3
4
4
2
3
5
5
0
4
4
0
3
7
6
4
6
2
1
4
5
5
4
3
1
2
2
5
2
3
8
4
4
1
4
4
4
1
3
4
6
3
2
0
2
2
3
4
0
1
4
3
2
6
1
2
0
4
2
3
4
3
3
1
2
3
4
4
2
3
4
1
1
3
2
5
1
4
2
1
2
0
2
2
2
1
4
0
3
1
3
0
2
3
2
0
3
0
3
0
2
1
1
1
3
1
0
2
3
3
3
0
4
1
1
0
1
0
0
1
1
0
1
0
2
0
1
1
1
1
0
0
3
0
0
0
0
0
0
1
2
3
0
0
1
1
1
2
0
0
0
1
0
0
0
0
0
2
0
0
0
0
0
2
1
0
0
0
0
1
0
2
0
0
0
0
0
0
0
0
0
2
1
0
0
2
2
1
0
1
0
0
1
1
1
4
5
2
2
2
3
1
1
0
3
4
3
3
4
1
2
0
2
1
6
4
4
4
1
4
5
1
5
2
6
2
3
4
3
6
7
3
5
5
4
3
3
4
2
8
8
3
5
2
2
6
4
0
5
4
5
3
3
3
3
5
2
6
1
2
3
8
3
4
1
2
5
2
7
5
8
7
5
5
7
2
2
9
6
5
4
1
5
5
6
8
5
7
6
6
5
6
6
9
4
5
5
6
2
4
6
5
6
2
8
8
10
3
6
6
2
5
3
5
8
4
7
10
2
5
8
4
5
4
6
7
6
4
7
6
5
7
5
6
4
2
3
4
0
8
6
5
4
4
2
4
3
5
7
4
6
5
5
3
6
5
5
4
1
6
5
7
9
4
6
4
6
9
3
4
4
7
7
3
5
3
3
6
5
8
5
6
6
4
2
5
5
0
2
7
4
6
6
5
6
3
7
4
6
5
3
4
5
6
3
8
4
3
3
7
7
6
6
3
2
2
7
6
3
2
4
4
5
3
6
3
3
2
5
5
3
3
6
1
5
5
7
7
5
5
6
4
4
2
1
7
5
4
4
1
6
4
6
2
2
4
7
1
7
9
3
2
3
5
1
8
3
5
3
4
2
4
4
2
3
7
1
5
3
2
1
5
5
3
5
4
2
3
1
6
3
3
2
2
5
2
2
5
5
6
4
7
3
2
1
3
4
5
6
5
3
1
3
7
5
2
0
2
10
1
4
3
1
2
5
3
1
2
4
4
1
1
4
5
2
4
5
2
3
2
2
5
5
4
1
2
1
2
4
3
5
1
3
5
5
1
3
1
6
1
3
5
4
5
4
5
4
3
2
4
1
1
1
2
1
1
4
4
2
3
2
1
6
6
3
5
6
